Level Date Low_Temp High_Temp
W 1722964425 elemental:3 70.25
E 1722964444 elemental:145 -9.30
I 1722964475 elemental:236 44.69
I 1722964505 chimera:713 -46.71
W 1722964507 dragon:655 37.33
W 1722964611 fairy:39 -54.91
E 1722964851 fairy:373 3.8
E 1722964902 dragon:974 74.97
W 1722964914 elemental:857 -76.87
E 1722964928 elemental:735 6.86
E 1722965065 elemental:981 97.34
I 1722965137 fairy:888 83.26
W 1722965207 fairy:375 25.87
I 1722965326 fairy:508 3.36
W 1722965377 fairy:239 -2.74
E 1722965677 chimera:943 47.47
E 1722965689 elemental:459 -43.95
I 1722965743 chimera:80 6.61
W 1722965836 fairy:294 50.12
W 1722965896 basilisk:956 32.94
I 1722965920 elemental:300 77.33
W 1722966063 fairy:375 43.70
W 1722966280 dragon:308 93.12
E 1722966301 chimera:739 81.76
E 1722966312 dragon:833 -91.4
W 1722966415 fairy:999 76.91
E 1722966416 chimera:680 -12.3
E 1722966489 chimera:536 -66.73
W 1722966576 basilisk:320 -30.25
E 1722966617 fairy:349 38.91
E 1722966773 chimera:732 38.66
W 1722966856 dragon:188 -7.65
E 1722966894 chimera:823 -93.64
W 1722966935 elemental:635 -89.83
I 1722966947 basilisk:935 34.40
W 1722967088 chimera:958 57.43
W 1722967390 dragon:111 5.8
W 1722967392 chimera:742 -82.16
I 1722967395 dragon:576 -20.57
W 1722967568 dragon:810 15.90
I 1722967676 basilisk:36 -87.58
E 1722967678 elemental:628 75.66
I 1722967764 chimera:736 -23.69
W 1722967878 dragon:25 27.20
E 1722968076 chimera:800 -39.35
W 1722968166 elemental:955 -90.67
E 1722968489 fairy:18 39.17
I 1722968801 elemental:811 61.90
E 1722968911 dragon:753 75.23
W 1722969022 fairy:565 24.63
I 1722969040 elemental:523 -35.46
W 1722969175 elemental:534 1.36
E 1722969283 chimera:20 91.30
W 1722969418 fairy:531 5.12
I 1722969505 basilisk:202 63.11
E 1722969572 fairy:264 -40.66
I 1722969643 basilisk:921 56.94
E 1722969916 basilisk:380 -2.88
I 1722970008 dragon:269 57.10
I 1722970025 basilisk:178 -37.88
E 1722970116 dragon:849 44.75
W 1722970277 basilisk:180 23.58
E 1722970364 dragon:281 23.81
W 1722970407 basilisk:580 -4.39
E 1722970440 chimera:905 21.69
I 1722970777 chimera:957 -76.94
W 1722970995 basilisk:521 64.38
W 1722971236 dragon:965 66.40
I 1722971310 chimera:745 -42.68
I 1722971396 elemental:88 0.65
E 1722971549 basilisk:317 -29.49
E 1722971555 dragon:496 4.78
E 1722971567 basilisk:599 64.94
I 1722971720 dragon:750 -68.91
I 1722971761 chimera:159 63.7
E 1722971831 basilisk:210 -9.93
W 1722971901 fairy:885 87.14
I 1722971921 chimera:212 -77.26
W 1722972231 chimera:877 67.42
I 1722972362 basilisk:611 -47.96
W 1722972600 dragon:167 -15.27
E 1722972896 dragon:640 76.84
I 1722972936 elemental:776 94.75
E 1722972955 fairy:493 -90.85
W 1722972987 dragon:917 -14.11
E 1722973018 dragon:477 -67.85
E 1722973020 dragon:575 99.76
I 1722973112 elemental:932 51.68
E 1722973116 chimera:883 100.59
E 1722973141 elemental:998 94.62
W 1722973287 chimera:593 -54.9
W 1722973481 basilisk:141 54.28
W 1722973513 chimera:396 -12.63
W 1722973531 chimera:332 41.58
E 1722973590 chimera:322 -7.23
I 1722973623 dragon:988 -66.8
I 1722973647 dragon:333 -77.36
W 1722973693 chimera:827 -85.8
E 1722974044 chimera:430 -52.51
I 1722974240 basilisk:636 59.31
I 1722974252 elemental:676 -63.88
W 1722974482 chimera:185 -75.14
E 1722974541 elemental:589 -50.86
I 1722974612 basilisk:974 -70.11
I 1722974698 fairy:56 46.88
E 1722974720 basilisk:926 87.76
W 1722974771 dragon:176 -64.53
W 1722974808 elemental:258 52.13
E 1722974968 elemental:13 -58.27
E 1722974990 chimera:112 -94.41
E 1722975063 basilisk:130 -1.48
E 1722975204 chimera:267 -94.76
I 1722975238 dragon:101 90.50
W 1722975288 chimera:159 58.40
W 1722975369 dragon:825 27.46
W 1722975412 fairy:237 -44.0
W 1722975558 fairy:565 -48.10
E 1722975672 basilisk:996 -42.80
E 1722975802 basilisk:819 93.35
I 1722975819 fairy:362 -42.73
I 1722975952 dragon:369 -82.29
E 1722976080 fairy:127 63.20
E 1722976185 basilisk:8 -53.86
I 1722976282 chimera:77 -23.74
W 1722976342 fairy:76 49.88
E 1722976495 basilisk:502 67.75
I 1722976525 fairy:488 -29.38
I 1722976554 basilisk:302 91.15
E 1722976561 fairy:472 -76.36
E 1722976591 fairy:492 69.64
E 1722976609 dragon:371 13.31
I 1722976635 basilisk:499 81.47
E 1722976661 fairy:492 -74.38
E 1722976693 chimera:907 94.96
W 1722976718 basilisk:924 -87.48
I 1722976769 fairy:879 -40.76
I 1722976792 dragon:889 -35.74
I 1722976874 elemental:721 -34.76
I 1722977015 fairy:16 -54.71
W 1722977060 dragon:749 78.78
E 1722977223 elemental:521 -23.22
W 1722977367 basilisk:421 -5.29
E 1722977454 fairy:335 66.39
I 1722977492 dragon:776 -64.65
I 1722977500 elemental:922 -14.77
W 1722977500 elemental:881 6.97
W 1722977728 elemental:167 -88.49
E 1722977733 basilisk:230 22.97
I 1722977869 elemental:425 61.40
W 1722977883 dragon:572 25.42
E 1722977915 dragon:896 -15.45
E 1722977935 fairy:499 47.8
W 1722978360 fairy:227 56.49
I 1722978375 basilisk:889 -77.51
E 1722978518 basilisk:200 41.18
I 1722978604 chimera:86 -73.95
I 1722978662 dragon:347 4.52
W 1722978844 chimera:796 -22.13
W 1722978845 elemental:970 -56.44
E 1722978876 fairy:175 9.42
I 1722979039 fairy:859 -68.90
I 1722979115 dragon:732 84.96
I 1722979133 elemental:97 35.96
W 1722979376 basilisk:630 22.73
I 1722979464 basilisk:697 65.61
I 1722979484 basilisk:743 -40.13
W 1722979551 elemental:521 -5.78
W 1722979559 elemental:423 26.31
I 1722979589 elemental:535 51.13
E 1722979676 elemental:600 84.8
W 1722979720 chimera:361 -98.46
E 1722979925 dragon:408 61.6
E 1722979935 fairy:733 71.32
E 1722979962 dragon:500 3.91
W 1722980103 dragon:120 93.55
I 1722980123 elemental:56 -91.2
W 1722980142 elemental:627 -73.97
I 1722980248 dragon:233 -81.26
E 1722980387 basilisk:787 13.91
E 1722980674 chimera:255 -82.3
I 1722980718 basilisk:222 51.57
I 1722980830 elemental:868 -45.96
E 1722980836 basilisk:831 -1.42
E 1722980894 basilisk:2 14.92
E 1722980940 chimera:71 -50.10
E 1722980957 dragon:662 -86.98
E 1722981080 fairy:54 33.93
W 1722981084 chimera:938 11.97
I 1722981092 fairy:64 -53.47
W 1722981266 dragon:714 15.11
I 1722981540 elemental:778 93.69
W 1722981608 chimera:351 -90.48
W 1722981638 chimera:344 84.49
E 1722981904 chimera:405 -26.79
I 1722981952 dragon:39 -43.38
W 1722981961 elemental:403 65.66
E 1722982269 elemental:825 -47.59
I 1722982456 fairy:93 -28.60
W 1722982495 basilisk:617 21.87
W 1722982568 dragon:119 -7.19
E 1722982618 chimera:165 45.36
W 1722982698 chimera:826 -53.35
I 1722982737 dragon:500 30.60
W 1722982905 dragon:84 29.3
I 1722982942 dragon:108 -35.66
E 1722983200 dragon:213 44.35
W 1722983229 dragon:531 96.23
E 1722983268 fairy:949 -18.26
I 1722983280 fairy:345 42.74
W 1722983480 fairy:72 35.14
I 1722983499 fairy:911 -75.66
I 1722983679 basilisk:602 84.79
I 1722983760 chimera:129 -5.10
I 1722983804 basilisk:607 -49.23
I 1722984065 chimera:798 -41.54
I 1722984066 chimera:66 -58.85
E 1722984109 chimera:371 -55.81
W 1722984385 basilisk:991 -74.78
E 1722984498 basilisk:979 -49.88
I 1722984502 dragon:698 13.53
E 1722984656 dragon:818 87.2
W 1722984698 chimera:958 -95.11
I 1722985009 elemental:319 -94.6
W 1722985226 basilisk:410 0.54
I 1722985337 basilisk:507 -28.69
E 1722985349 chimera:281 76.18
E 1722985377 elemental:926 -43.4
I 1722985503 dragon:438 -39.68
I 1722985534 dragon:622 60.35
E 1722985601 fairy:730 2.75
W 1722985618 elemental:130 75.24
W 1722985781 basilisk:126 19.15
E 1722985873 basilisk:961 22.88
W 1722986017 dragon:418 45.69
E 1722986126 fairy:652 -68.48
I 1722986257 basilisk:327 61.80
E 1722986266 fairy:983 12.5
I 1722986347 dragon:308 -29.38
E 1722986380 basilisk:927 99.52
W 1722986447 elemental:490 79.48
I 1722986545 elemental:282 -11.67
I 1722986624 dragon:411 41.33
E 1722986730 chimera:80 8.15
I 1722986862 basilisk:763 -56.17
I 1722986882 chimera:143 7.86
E 1722987093 elemental:688 -73.79
I 1722987461 dragon:417 26.20
W 1722987637 dragon:17 -7.68
I 1722987657 fairy:990 5.13
W 1722987700 basilisk:25 67.27
E 1722987712 fairy:37 40.98
E 1722987817 chimera:703 -12.43
W 1722987861 chimera:913 -94.59
I 1722987991 basilisk:575 -54.67
E 1722988001 fairy:84 -43.89
I 1722988311 basilisk:126 45.14
I 1722988472 basilisk:347 -32.78
I 1722988556 elemental:833 -45.43
I 1722988567 elemental:506 -88.75
E 1722988572 basilisk:719 64.3
W 1722988718 fairy:289 5.0
E 1722988745 fairy:76 86.83
W 1722988825 fairy:137 2.37
E 1722989018 fairy:400 -22.10
W 1722989142 basilisk:79 -72.1
E 1722989430 elemental:618 -55.65
W 1722989430 fairy:555 -52.74
E 1722989446 basilisk:987 -20.92
E 1722989510 basilisk:14 -82.14
W 1722989530 dragon:324 -42.30
I 1722989576 dragon:728 -1.68
E 1722989599 elemental:507 -79.73
I 1722989622 chimera:167 -5.35
E 1722989970 dragon:397 -81.53
I 1722990084 dragon:197 79.12
E 1722990086 basilisk:911 -79.90
I 1722990109 fairy:917 -69.17
I 1722990207 elemental:618 -48.35
I 1722990217 chimera:99 -77.57
I 1722990325 chimera:585 -52.14
E 1722990338 basilisk:845 -16.64
I 1722990482 basilisk:817 -14.65
I 1722990491 dragon:297 20.59
I 1722990683 elemental:181 63.24
I 1722990760 elemental:422 66.25
E 1722991173 dragon:266 -58.48
E 1722991209 fairy:156 -32.30
I 1722991325 elemental:162 43.4
W 1722991425 chimera:507 53.90
W 1722991612 dragon:559 -6.92
E 1722991620 chimera:292 35.27
E 1722991723 chimera:75 -72.92
I 1722991931 chimera:943 -82.10
W 1722992014 fairy:376 -1.51
E 1722992076 elemental:648 -82.37
I 1722992106 dragon:43 30.10
I 1722992122 elemental:807 6.7
W 1722992152 basilisk:18 81.65
W 1722992285 elemental:759 -67.94
W 1722992363 basilisk:462 94.3
I 1722992470 dragon:772 67.18
W 1722992480 fairy:115 8.95
I 1722992500 basilisk:822 -74.3
I 1722992525 elemental:114 -43.76
W 1722992956 dragon:465 -70.43
E 1722992965 basilisk:470 38.8
E 1722993091 dragon:357 16.68
W 1722993091 fairy:949 48.6
I 1722993103 elemental:377 24.91
E 1722993189 basilisk:805 57.33
E 1722993257 chimera:370 -61.40
I 1722993356 elemental:54 48.28
W 1722993398 elemental:934 3.53
W 1722993564 elemental:220 -60.24
W 1722993646 elemental:352 -16.94
I 1722993675 fairy:285 76.94
E 1722993697 fairy:69 -66.19
I 1722993715 elemental:250 -48.51
I 1722993745 fairy:128 94.6
W 1722993764 dragon:915 86.45
I 1722993882 dragon:54 -12.61
W 1722993892 basilisk:54 -54.24
I 1722993936 chimera:549 13.68
E 1722993958 basilisk:529 -92.74
W 1722994021 basilisk:842 -46.86
I 1722994080 dragon:460 -7.66
W 1722994240 chimera:581 31.64
I 1722994259 fairy:774 32.32
W 1722994380 fairy:760 -30.81
E 1722994425 dragon:5 -24.72
I 1722994604 elemental:731 -99.72
W 1722994608 fairy:745 97.69
I 1722994643 fairy:700 -38.30
W 1722994719 basilisk:214 10.36
I 1722994734 chimera:794 85.93
W 1722994945 chimera:543 91.35
W 1722994955 fairy:458 79.3
I 1722995002 fairy:80 -98.14
I 1722995087 elemental:981 -20.35
W 1722995172 dragon:814 99.68
E 1722995402 chimera:394 72.68
W 1722995425 chimera:391 -22.5
E 1722995515 chimera:868 -63.81
W 1722995725 dragon:907 19.19
E 1722995870 elemental:857 89.27
I 1722995874 fairy:896 3.51
E 1722995938 elemental:444 36.11
I 1722996016 basilisk:237 -80.91
W 1722996017 basilisk:914 69.49
W 1722996027 dragon:446 -20.41
I 1722996062 dragon:481 -47.63
E 1722996133 elemental:922 69.92
E 1722996146 dragon:334 -79.85
W 1722996183 chimera:447 -78.66
E 1722996315 fairy:137 78.38
E 1722996395 chimera:336 4.44
I 1722996527 elemental:393 -3.29
I 1722996553 dragon:302 -17.14
W 1722996813 dragon:168 -45.47
E 1722996950 basilisk:141 -77.63
W 1722996984 fairy:283 52.97
W 1722997148 fairy:952 -73.2
E 1722997252 dragon:264 -45.95
E 1722997299 chimera:678 48.19
E 1722997303 chimera:636 21.30
I 1722997399 basilisk:393 82.43
I 1722997453 basilisk:274 -53.42
E 1722997552 elemental:975 -92.39
W 1722997579 chimera:869 24.2
E 1722997727 chimera:658 -9.30
I 1722997816 elemental:710 58.38
W 1722997952 fairy:977 36.38
E 1722998054 elemental:620 22.5
I 1722998228 fairy:351 61.78
W 1722998229 basilisk:143 31.2
I 1722998688 chimera:102 3.73
W 1722998716 elemental:507 56.41
E 1722998731 basilisk:62 -76.67
W 1722998741 chimera:412 -91.64
E 1722998819 basilisk:657 -23.30
I 1722998980 fairy:720 -26.25
W 1722999122 chimera:907 -50.66
I 1722999126 fairy:208 -56.95
I 1722999135 fairy:680 -77.67
I 1722999140 dragon:718 27.7
W 1722999143 fairy:9 -51.37
E 1722999209 dragon:981 -11.2
E 1722999341 dragon:107 -38.64
W 1722999364 chimera:481 100.23
W 1722999380 dragon:311 92.30
E 1722999385 basilisk:670 38.20
E 1722999430 elemental:524 87.63
E 1722999708 basilisk:431 -16.76
W 1722999726 elemental:618 -64.97
E 1722999816 basilisk:957 81.60
E 1722999963 fairy:443 44.11
W 1722999983 elemental:402 21.66
W 1723000036 dragon:409 -75.14
I 1723000067 dragon:561 -71.8
I 1723000097 basilisk:546 -98.53
W 1723000167 basilisk:998 -81.12
W 1723000169 chimera:783 12.18
E 1723000193 basilisk:130 -55.14
E 1723000225 dragon:221 -81.61
I 1723000370 basilisk:336 31.14
E 1723000381 basilisk:874 65.93
I 1723000542 fairy:924 100.6
I 1723000665 fairy:198 4.25
I 1723000807 elemental:100 -26.88
I 1723000890 dragon:881 -81.4
W 1723001137 elemental:228 -19.60
E 1723001279 dragon:531 -30.84
E 1723001321 basilisk:820 -12.13
E 1723001326 chimera:289 66.94
E 1723001520 elemental:926 -98.56
E 1723001569 basilisk:802 45.74
I 1723001677 elemental:614 57.39
E 1723001698 basilisk:449 -37.66
W 1723001702 fairy:363 -44.52
W 1723001760 elemental:389 -79.53
I 1723001762 elemental:377 -53.73
E 1723001785 fairy:22 -100.53
I 1723001887 elemental:568 -94.46
W 1723001991 basilisk:686 -4.66
W 1723002005 dragon:576 55.84
W 1723002107 elemental:34 -100.87
I 1723002180 basilisk:553 -41.94
W 1723002201 dragon:803 33.91
W 1723002459 dragon:560 -40.81
E 1723002572 chimera:195 -32.26
W 1723002579 elemental:642 -13.67
E 1723002617 basilisk:928 -47.75
I 1723002619 dragon:246 -37.33
W 1723002656 basilisk:194 33.41
I 1723002676 chimera:368 22.96
I 1723002719 fairy:638 -78.15
E 1723002824 chimera:476 -25.62
I 1723002872 basilisk:175 -50.82
I 1723002882 dragon:273 -62.34
E 1723002961 basilisk:538 -17.24
I 1723002965 chimera:451 -96.28
W 1723002973 chimera:546 -32.17
I 1723003092 elemental:215 -4.97
I 1723003094 fairy:376 -64.97
I 1723003186 basilisk:720 5.87
I 1723003230 chimera:48 90.6
E 1723003240 fairy:37 52.94
I 1723003284 dragon:819 -75.39
I 1723003504 fairy:948 7.82
W 1723003556 fairy:790 -82.62
W 1723003562 fairy:2 25.53
E 1723003656 chimera:568 -20.34
I 1723003724 fairy:637 90.12
E 1723003863 fairy:287 -69.49
I 1723003934 chimera:270 5.76
I 1723003988 chimera:353 87.75
W 1723004182 basilisk:20 -13.93
E 1723004534 fairy:328 -46.24
W 1723004554 fairy:580 63.40
E 1723004642 elemental:345 44.2
W 1723004648 chimera:222 -87.32
E 1723004688 elemental:248 54.7
I 1723004702 dragon:516 77.15
E 1723004729 dragon:145 98.12
W 1723004774 fairy:963 -68.42
W 1723004856 chimera:940 -28.25
W 1723004963 elemental:683 82.1
E 1723005066 fairy:737 -84.79
W 1723005108 chimera:614 -41.58
E 1723005129 chimera:329 62.28
E 1723005173 dragon:744 -68.27
W 1723005264 elemental:886 -86.9
E 1723005292 fairy:107 44.59
I 1723005354 basilisk:363 20.57
I 1723005681 fairy:344 74.95
W 1723006017 dragon:626 30.16
I 1723006038 elemental:138 52.8
E 1723006116 elemental:636 16.45
W 1723006319 elemental:484 72.8
I 1723006583 fairy:137 39.62
I 1723006661 elemental:815 -7.18
I 1723006749 basilisk:85 -31.34
E 1723007014 basilisk:544 36.8
W 1723007195 basilisk:585 -88.14
E 1723007273 elemental:38 88.86
I 1723007278 dragon:960 67.83
I 1723007295 chimera:355 -50.91
I 1723007348 elemental:321 -8.11
W 1723007465 fairy:559 92.52
W 1723007491 dragon:261 19.27
I 1723007584 fairy:77 -99.97
W 1723007797 elemental:89 -25.63
I 1723007899 basilisk:569 -79.20
I 1723007991 chimera:844 -95.95
E 1723008069 elemental:226 96.22
I 1723008188 fairy:990 54.7
E 1723008230 elemental:496 8.8
E 1723008273 chimera:967 -35.22
E 1723008443 chimera:714 0.13
I 1723008551 chimera:229 47.20
I 1723008645 fairy:104 66.68
W 1723008822 basilisk:304 24.85
E 1723008937 elemental:617 33.90
I 1723008942 basilisk:114 -74.67
I 1723009033 elemental:834 40.85
I 1723009163 basilisk:692 80.62
W 1723009261 basilisk:675 -61.95
I 1723009330 fairy:217 87.18
E 1723009396 chimera:537 -19.32
I 1723009496 chimera:640 82.57
W 1723009497 basilisk:670 24.93
W 1723009544 chimera:940 -62.33
W 1723009561 basilisk:707 -66.30
W 1723009589 dragon:227 -71.80
I 1723009798 basilisk:707 97.64
E 1723009914 dragon:242 26.76
E 1723010209 chimera:693 42.57
I 1723010278 chimera:550 -11.3
E 1723010682 fairy:836 23.81
E 1723010685 dragon:204 -63.75
I 1723010992 basilisk:760 4.81
E 1723011023 fairy:816 -80.47
I 1723011025 dragon:466 -20.13
E 1723011031 fairy:152 -51.46
E 1723011045 basilisk:580 6.34
E 1723011139 fairy:979 -79.36
W 1723011189 basilisk:250 -69.57
W 1723011444 chimera:81 -76.76
I 1723011523 fairy:427 11.53
W 1723011810 basilisk:76 -74.90
W 1723012082 elemental:538 -78.74
E 1723012141 chimera:646 89.33
E 1723012270 elemental:880 100.33
W 1723012461 basilisk:800 -35.47
I 1723012632 basilisk:169 38.84
I 1723012642 basilisk:407 -22.22
W 1723012654 dragon:841 -58.48
I 1723012920 elemental:972 -80.32
E 1723012963 dragon:871 59.36
E 1723013097 dragon:941 -92.62
I 1723013146 basilisk:550 64.47
E 1723013319 dragon:267 60.57
W 1723013322 elemental:516 -61.84
E 1723013351 fairy:419 90.95
I 1723013382 elemental:218 48.4
I 1723013392 basilisk:38 -71.77
W 1723013414 fairy:595 41.73
W 1723013612 chimera:623 12.6
W 1723013749 chimera:485 -55.48
I 1723013867 basilisk:118 -93.82
E 1723014209 basilisk:442 57.40
I 1723014318 elemental:503 -30.20
I 1723014383 basilisk:334 -34.10
E 1723014436 elemental:962 78.63
I 1723014439 fairy:876 45.23
E 1723014631 fairy:273 58.2
I 1723014706 dragon:465 35.32
W 1723014807 fairy:273 41.55
E 1723014861 dragon:315 -100.52
I 1723014920 fairy:959 67.66
E 1723014980 elemental:892 -15.68
W 1723015015 dragon:858 100.42
I 1723015028 chimera:213 59.76
E 1723015033 basilisk:773 38.51
W 1723015064 fairy:609 -62.87
W 1723015141 basilisk:949 30.46
I 1723015244 elemental:315 -48.6
I 1723015249 elemental:259 86.26
E 1723015258 elemental:9 46.63
W 1723015340 fairy:886 -52.51
W 1723015369 dragon:330 -39.1
W 1723015375 chimera:544 38.10
E 1723015568 fairy:80 46.28
E 1723015753 fairy:745 31.63
E 1723015761 elemental:545 -38.58
W 1723015798 basilisk:808 37.12
I 1723015983 basilisk:733 -80.25
W 1723015990 dragon:724 -8.71
I 1723016091 dragon:312 25.55
W 1723016222 basilisk:272 45.24
I 1723016234 dragon:984 -15.35
I 1723016246 elemental:459 25.18
W 1723016372 chimera:216 95.67
W 1723016427 elemental:717 -27.7
E 1723016512 dragon:794 -17.18
W 1723016593 fairy:850 96.44
I 1723016646 elemental:720 -26.58
E 1723016660 basilisk:329 -23.58
W 1723016747 chimera:717 -85.25
W 1723016935 chimera:581 14.38
I 1723017133 elemental:844 64.19
E 1723017155 dragon:721 95.64
I 1723017234 dragon:756 97.54
E 1723017293 elemental:844 -82.60
I 1723017382 fairy:108 -35.37
W 1723017613 basilisk:257 50.89
W 1723017627 fairy:491 -94.35
E 1723017778 basilisk:902 15.99
I 1723017845 basilisk:718 96.37
E 1723017948 basilisk:260 13.31
E 1723017955 basilisk:829 -80.97
W 1723017986 fairy:379 97.60
W 1723018108 chimera:650 -9.59
W 1723018140 elemental:240 -6.69
E 1723018245 fairy:950 -70.95
E 1723018483 chimera:763 86.25
E 1723018711 chimera:643 -37.23
E 1723018751 elemental:599 -95.10
E 1723019179 chimera:498 -68.90
I 1723019329 basilisk:342 -46.79
W 1723019386 chimera:596 1.50
I 1723019392 elemental:246 72.72
E 1723019403 basilisk:677 -62.66
I 1723019452 fairy:602 6.68
W 1723019484 basilisk:404 1.72
I 1723019810 chimera:381 3.62
W 1723019911 dragon:533 74.34
W 1723020009 elemental:90 -74.66
E 1723020137 fairy:215 -99.24
W 1723020199 fairy:112 -32.4
I 1723020338 basilisk:761 60.17
W 1723020379 elemental:921 51.91
E 1723020398 chimera:92 -66.97
I 1723020464 fairy:932 -74.20
I 1723020500 elemental:668 -58.42
I 1723020504 elemental:156 65.62
E 1723020590 elemental:850 13.36
W 1723020686 dragon:572 -34.46
W 1723020749 chimera:952 -55.8
W 1723020780 basilisk:853 100.69
E 1723020786 fairy:199 -35.82
W 1723020897 dragon:628 -41.96
I 1723021007 dragon:621 65.25
I 1723021036 chimera:929 -57.72
I 1723021070 basilisk:297 40.43
E 1723021166 elemental:205 7.9
E 1723021182 chimera:263 43.72
W 1723021283 dragon:959 91.80
E 1723021330 dragon:807 -36.52
E 1723021515 elemental:994 37.65
E 1723021530 dragon:959 -20.39
E 1723021535 chimera:944 46.68
E 1723021623 chimera:258 -92.98
E 1723021641 fairy:486 -11.49
W 1723021779 chimera:555 100.55
W 1723021829 chimera:758 -47.89
I 1723021967 fairy:9 -15.45
W 1723022072 elemental:464 -59.77
W 1723022116 fairy:993 -28.82
E 1723022188 elemental:267 30.85
W 1723022223 dragon:418 -13.54
W 1723022324 basilisk:524 68.0
I 1723022414 dragon:742 37.83
W 1723022416 fairy:458 66.73
E 1723022417 elemental:991 29.14
I 1723022495 chimera:805 46.68
W 1723022578 basilisk:19 31.34
E 1723022583 chimera:463 -64.45
E 1723022628 basilisk:410 -87.68
I 1723022702 basilisk:60 11.66
I 1723022795 chimera:451 -40.61
W 1723022797 chimera:337 -62.21
I 1723023038 chimera:374 0.6
E 1723023061 elemental:40 -43.73
E 1723023135 basilisk:727 -2.89
I 1723023163 chimera:445 -87.83
E 1723023188 chimera:172 -55.48
I 1723023193 basilisk:752 78.63
I 1723023277 fairy:191 -100.76
E 1723023281 basilisk:148 51.0
I 1723023323 elemental:370 75.19
I 1723023362 basilisk:660 18.52
E 1723023392 basilisk:374 82.62
E 1723023478 basilisk:283 -74.59
W 1723023526 fairy:917 95.37
E 1723023674 dragon:973 74.11
I 1723023772 fairy:542 34.77
E 1723024126 chimera:821 35.96
W 1723024482 chimera:22 -48.72
W 1723024568 chimera:581 87.30
E 1723024678 basilisk:557 11.89
I 1723024723 dragon:795 2.6
W 1723024899 basilisk:761 21.93
E 1723024935 elemental:780 76.84
E 1723024940 basilisk:150 -12.28
E 1723024986 dragon:944 43.78
W 1723025007 basilisk:57 3.14
I 1723025052 fairy:746 -30.32
E 1723025180 elemental:42 -30.78
I 1723025213 elemental:854 42.94
E 1723025326 dragon:17 65.5
E 1723025564 chimera:663 -16.73
I 1723025608 basilisk:752 -7.43
W 1723025616 fairy:2 -83.44
E 1723025630 basilisk:472 -93.20
W 1723025636 dragon:496 -96.53
I 1723025685 dragon:56 -28.39
E 1723025706 chimera:395 -33.90
E 1723025768 fairy:603 -39.42
E 1723025798 chimera:38 -93.97
W 1723025920 basilisk:444 23.74
I 1723026117 elemental:72 -55.8
I 1723026200 fairy:183 37.85
W 1723026331 dragon:827 -52.60
W 1723026373 elemental:337 -3.61
I 1723026384 dragon:246 -81.64
I 1723026531 dragon:504 21.20
W 1723026545 basilisk:527 -54.18
E 1723026634 elemental:840 -48.41
W 1723026732 chimera:482 39.66
W 1723026740 dragon:505 -5.69
W 1723026763 basilisk:532 -49.60
E 1723026803 dragon:903 73.93
W 1723026836 dragon:466 26.42
I 1723026857 elemental:240 -48.68
I 1723026889 elemental:247 -90.86
E 1723026965 elemental:525 97.24
W 1723027071 chimera:244 -19.50
I 1723027104 elemental:248 -66.15
W 1723027303 fairy:376 23.76
I 1723027312 dragon:598 -100.54
W 1723027352 basilisk:691 94.55
W 1723027577 basilisk:518 -38.65
I 1723027658 fairy:587 -77.43
I 1723027743 elemental:579 94.58
I 1723027904 elemental:354 -49.63
I 1723027916 basilisk:167 43.76
E 1723028020 fairy:366 6.21
W 1723028119 dragon:43 -75.70
W 1723028150 chimera:767 -43.9
E 1723028197 fairy:697 -55.82
W 1723028312 dragon:54 2.99
E 1723028328 basilisk:480 26.67
E 1723028371 basilisk:786 20.50
W 1723028555 chimera:222 -95.3
W 1723028570 basilisk:243 81.76
I 1723028704 fairy:722 -93.4
W 1723028739 fairy:41 -57.28
W 1723028792 basilisk:798 15.40
W 1723028885 elemental:537 -31.75
W 1723028945 fairy:256 45.74
I 1723028962 elemental:430 -65.12
I 1723029082 elemental:298 38.49
W 1723029102 dragon:562 -14.31
W 1723029109 dragon:187 -65.44
E 1723029148 chimera:90 -58.60
W 1723029702 dragon:395 30.85
E 1723029893 elemental:267 55.40
W 1723030026 elemental:337 57.3
I 1723030056 basilisk:990 11.12
E 1723030069 fairy:525 6.62
I 1723030129 chimera:421 41.67
W 1723030265 chimera:60 25.25
E 1723030295 chimera:924 69.77
E 1723030440 fairy:370 -14.71
W 1723030453 basilisk:150 -3.16
W 1723030472 fairy:850 55.47
W 1723030496 dragon:423 -42.48
E 1723030512 elemental:950 60.53
I 1723030580 elemental:409 -81.51
W 1723030608 fairy:119 87.11
E 1723030695 fairy:440 -76.37
I 1723030760 dragon:535 -66.26
I 1723030777 elemental:510 -23.94
W 1723030780 dragon:945 -57.30
I 1723030899 basilisk:683 -20.52
I 1723030946 fairy:100 88.37
I 1723031006 chimera:692 8.57
I 1723031103 dragon:426 -94.99
W 1723031256 chimera:386 46.76
I 1723031294 basilisk:959 87.50
I 1723031297 chimera:480 -96.38
E 1723031343 elemental:177 -60.40
E 1723031434 chimera:647 8.41
I 1723031563 basilisk:137 44.77
W 1723031769 fairy:31 100.83
E 1723031925 chimera:752 60.30
I 1723031927 chimera:660 64.69
W 1723032180 fairy:162 76.28
I 1723032284 chimera:22 -52.23
E 1723032528 chimera:265 -52.1
W 1723032547 chimera:816 -16.5
I 1723032599 chimera:313 48.0
W 1723032688 basilisk:248 -94.68
E 1723032724 elemental:481 -97.0
E 1723032883 fairy:635 15.89
I 1723032965 elemental:186 0.33
E 1723032967 chimera:125 -71.95
W 1723033007 dragon:582 -89.2
